"date","BTC.USD","ETH.USD","SOL.USD","XRP.USD","ADA.USD","AVAX.USD","DOT.USD","LINK.USD","POL.USD","LTC.USD","ATOM.USD","DOGE.USD","SHIB.USD","WIF.USD","BONK.USD","FLOKI.USD","MEME.USD","ELON.USD","BABYDOGE.USD","SAFEMOON.USD"
2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-11-01,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,NA
2023-11-02,-0.014181643038139,-0.0254796873407727,-0.0307110833912881,-0.0050971868252704,0.0497500960984461,-0.0265616686542623,-0.0204114361116945,-0.0547613040843989,NA,-0.00776330509696441,-0.00459323997651073,-0.0132629086096374,0,NA,0,-0.0625203783184532,-0.0145783083166615,NA,NA,NA
2023-11-03,-0.0059112069551452,0.0177106249924295,-0.0172544612033282,0.0107640652038556,0.0180297686260546,0.0185041249074133,-0.00428724416651671,0.0427108816608081,NA,0.00139606863574577,-0.0111305167403915,0.00308649791022442,0,NA,0,0,-0.027244183067515,NA,NA,NA
2023-11-04,0.0100229586936839,0.0134961996481003,0.0690872311716223,0.00517741183727497,-0.00145693359206857,0.00876349997807085,0.0162325111889266,0.00106721793560731,NA,0.0140175817980481,0.0448731554953686,0.0136276017205707,0,NA,0,0.0317487093165324,0.0103859787597529,NA,NA,NA
2023-11-05,-0.00093652131699398,0.019435847754151,-0.0265132826960894,0.0704305889687503,0.0426866922399824,0.0121151968861368,0.0173697758156443,0.0616147836511612,NA,0.0167528292605016,0.0316725814617569,0.0305790616940716,0,NA,0,-0.0317487093165324,-0.193916731746761,NA,NA,NA
2023-11-06,-0.000341987012508487,0.00299404272669414,0.0213518470153825,0.0790291335756385,0.0581748101403717,0.0561701509322508,0.0400712438542857,0.0619592129683673,NA,0.0385993844089625,0.0420662254120251,0.0699041543517755,0,NA,0,0,0.0255182741073215,NA,NA,NA
2023-11-07,0.0115264053036003,-0.0061844195475059,0.0226234031863071,-0.0415418414128491,-0.0331145037495307,-0.0198945548676652,-0.0074516108655611,0.00452562750464263,NA,-0.0124080887790407,-0.0307191008155804,-0.0382036650177577,0,NA,0,0,0.0112375476416134,NA,NA,NA
2023-11-08,0.00595552529347527,0.000634354508060296,0.0022563917877787,0.00243582978396189,0.0190985225004116,0.0153547325022009,0.0244571272063591,0.133709757911749,NA,-0.00523967210734747,0.0243102438810323,0.0263506550782309,0,NA,0,0,-0.00135658197709501,NA,NA,NA
2023-11-09,0.0286922398244658,0.115462453140632,0.0508926257170775,-0.0303974108787513,0.0274826867755355,-0.00381509267911501,0.00666017323468587,-0.0204228236807419,NA,0.00778966538153281,0.039357543047666,-0.0271262344850345,0,NA,0.693147180559945,-0.0327898345584066,0.037304104895989,NA,NA,NA
2023-11-10,0.016778346050334,-0.0201353513677363,0.220284440171883,-0.010391287678149,0.0473883753126265,0.128322637518074,0.0410998275068567,0.0579827937187345,NA,-0.00608217154764222,0.019130504973657,0.0266359302269124,0.117783073551995,NA,0.405465146003776,0.0327898345584066,0.0162667846513289,NA,NA,NA
2023-11-11,-0.00472568231840784,-0.0123825862277621,-0.00960021275051792,0.00326456341891232,-0.00427099189370281,0.1295238681393,0.0465101245497043,0.0571943502896888,NA,0.0251807104250611,0.00391162292313045,0.0385098053836549,0,NA,-0.405465146003776,0,0.182396883660289,NA,NA,NA
2023-11-12,-0.00225174259208208,-0.00367352171543194,0.000916423771591374,-0.00181081877475452,-0.00307575219311705,0.115630234531289,0.0274814060437001,-0.0259966520391477,NA,-0.00377215894067204,0.031307106496075,-0.00543519680265451,0,NA,0,-0.0327898345584066,-0.00107268497953423,NA,NA,NA
2023-11-13,-0.0150135370550292,0.00491574512792633,-0.0786450306705357,0.0149853676345781,-0.0673429507085027,-0.150058013068853,-0.0613254547038585,-0.104886207254331,NA,-0.0464581612663729,-0.0346883464903032,-0.0418880401533103,0,NA,0,0.125163185753757,-0.0258579145627875,NA,NA,NA
2023-11-14,-0.0267843578397946,-0.037786727149762,0.0907570753819842,-0.0643490950951012,-0.00152172713199032,0.0523079705485467,-0.0313410987981964,-0.0309940434087939,NA,-0.0120497387792659,-0.0114697239390027,-0.0315839099106577,-0.117783073551995,NA,0,-0.0298529728768971,-0.016295717736775,NA,NA,NA
2023-11-15,0.0638461992762784,0.0402859869541704,0.142363494550011,0.0312300506549855,0.0581365597259947,0.193257520216301,0.0675040600285312,0.0724399311896081,NA,0.0476204655743056,0.0607265102369189,0.0524133388120901,0.117783073551995,NA,0.405465146003776,0.0870114045500747,0.222253621333511,NA,NA,NA
2023-11-16,-0.0466297561906654,-0.0495100746696424,-0.124351855156601,-0.0594239166652398,-0.0200417599338424,0.0483085105595802,-0.0380174487664295,-0.078189082350626,NA,-0.0399513471663929,-0.00837365885321281,0.0375414356756095,-0.117783073551995,NA,0,-0.0870114045500747,-0.0488010575241081,NA,NA,NA
2023-11-17,0.0121487469666794,0.000203545843988411,0.00936536624056305,0.00252716411467321,-0.0139687222997348,0.00823414236299625,-0.0219276171220204,-0.0147748312901238,NA,-0.0141019536373099,-0.0202340700334655,0.0849278990475214,0.117783073551995,NA,0,0,-0.246460243770473,NA,NA,NA
2023-11-18,-0.000300085015663709,0.00102139841165578,0.00165554509413352,-0.00412768870720809,0.0297884679460071,0.00248211452617951,0.0093070038797741,0.00466265620700257,NA,-0.0041196002065816,-0.0180819386590407,-0.0710732191025363,0,NA,0,-0.0307716690019207,0.0435314774464663,NA,NA,NA
2023-11-19,0.0216533913915043,0.0251086070521511,0.048060653124677,0.0263357994147021,0.0179244366759918,0.0385420170114198,0.0285107964718294,0.0830790298447398,NA,0.0106239362488718,0.0163878450558001,0.00239812530962515,0,NA,0.287682034556169,0.0307716690019207,0.0303834717883312,NA,NA,NA
2023-11-20,0.00241533445499477,0.00447766538276609,-0.0824656541268916,-0.02363486034303,-0.0100444502449354,-0.0914630668283617,-0.0259857109093043,-0.032218764361987,NA,-0.0160190278527837,-0.0446155660358085,-0.0340445724980056,-0.117783073551995,NA,0,-0.0625203783184532,-0.1409475820292,NA,NA,NA
2023-11-21,-0.0453926219219484,-0.0430305246077269,-0.0835864500092179,-0.0542828902183374,-0.059670312756648,-0.0911156102297467,-0.081506609624582,-0.0667237701598661,NA,-0.0450210748754083,-0.0841564593752913,-0.0768387993455182,0,NA,0,-0.0666913360550699,0.0781025070366261,NA,NA,NA
